SQ_CANDIDATO,NR_CANDIDATO,NM_CANDIDATO,NR_PARTIDO,NM_PARTIDO
210002201537,11122,FLÁVIO LUÍS MACHADO SOARES,11,PROGRESSISTAS
210002206903,11456,GABRIEL FELIX PIAIA,11,PROGRESSISTAS
210002255601,15032,JONAS MACHADO DE SOUZA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002268192,11111,ANDRE LUIZ PEDROSO,11,PROGRESSISTAS
210002269912,15777,ROSANE FATIMA BONI,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002286773,45321,VALDERI LUIZ TALASCA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002363312,65165,VALDECI GUILHERME BOEIRA,65,PARTIDO COMUNISTA DO BRASIL
210002373145,45,ALEX COLOSSI,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002385182,11123,TEREZINHA RITTA LOPES,11,PROGRESSISTAS
210002385365,44136,MEDIANEIRA SUTEL DA SILVA,44,UNIÃO BRASIL
210001943308,22345,CARLA GONÇALVES DAMION,22,PARTIDO LIBERAL
210001945461,20000,FABIANO FRIZON OLIVEIRA,20,PODEMOS
210001953090,55001,CARLOS ROBERTO ECKER,55,PARTIDO SOCIAL DEMOCRÁTICO
210001994294,44080,CARLOS EUGENIO ZIBETTI,44,UNIÃO BRASIL
210001994432,45111,ANDRÉ RIBEIRO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210001994434,45146,LENI FERREIRA NEPOMUCENO PEREIRA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210001996091,44222,FLAVIO BARREIRO FERREIRA JUNIOR,44,UNIÃO BRASIL
210001998610,45000,JOSÉ EURICO SANTOS DOS SANTOS,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210001999450,11418,CLEUZA DE OLIVEIRA,11,PROGRESSISTAS
210002001008,44567,IRIO SCHMITZ,44,UNIÃO BRASIL
210002004467,11020,NERY JEFERSON MIRANDA,11,PROGRESSISTAS
210002050959,22222,KARLENI FERREIRA DA SILVA,22,PARTIDO LIBERAL
210002060410,45630,GERSON LUÍS TREVISAN,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002063197,10110,ANA VALDETI MARTINS,10,REPUBLICANOS
210002149380,40422,MARLI GOERCH,40,PARTIDO SOCIALISTA BRASILEIRO
210002156168,11123,DEJAIR MACHADO DA SILVA,11,PROGRESSISTAS
210002157871,45555,SUSETE RODRIGUES DOS SANTOS,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002159207,22440,MARCELO GARCIA DA FONSECA,22,PARTIDO LIBERAL
210001911028,30357,GABRIEL MARIANO SCHNEIDER,30,PARTIDO NOVO
210001917293,22814,ISALETE MULLER,22,PARTIDO LIBERAL
210001918461,20000,JOÃO BATISTA GARCIA,20,PODEMOS
210001972296,11222,PEDRO GILSON JAHN,11,PROGRESSISTAS
210001974127,11,JOHNNI RAMAO LOMBALDO BOCACIO,11,PROGRESSISTAS
210001974831,22400,GREICE GRIBOSKI RODRIGUES,22,PARTIDO LIBERAL
210001975079,22472,SILVIA ADRIANA FALCÃO MARQUES,22,PARTIDO LIBERAL
210001976905,11222,JUSCELI FERNANDES DA ROSA,11,PROGRESSISTAS
210002024510,15444,MAURÍCIO MICHELON PAIM,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002024675,11250,CARINE KLEIN,11,PROGRESSISTAS
210002027297,45777,BAIARD RAMOS D ANDREA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002029614,13285,REGIS LUIS ROMAN CARLETTI,13,PARTIDO DOS TRABALHADORES
210002029892,11222,NILEIDE MARQUES RICHETTI,11,PROGRESSISTAS
210002272215,44190,LUIZ GONZAGA VARGAS ALVES,44,UNIÃO BRASIL
210002337668,12013,ELIDIANA ROSA GOMES,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210001914605,11234,ELISANGELA CAETANO MARTINEZ,11,PROGRESSISTAS
210001916903,44837,VALMI JUNIOR OCLEIS PERAÇA,44,UNIÃO BRASIL
210001918652,11000,JOICE MARA DE SOUZA FERRO,11,PROGRESSISTAS
210001972439,15777,VITOR JACINTO PERIN,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001973136,13,ALBERTO CERVINSKI,13,PARTIDO DOS TRABALHADORES
210001974243,12680,PEDRO SENIR FARENCENA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210001975300,12123,HENRIQUE MACHADO,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210001975305,12345,AURÉLIO INÁCIO SCHIMDT,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002025169,22333,CLOVIS MARTINS REIS,22,PARTIDO LIBERAL
210002031052,15015,CARLOS AUGUSTO SILVEIRA ALVES,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002336355,23777,JOCEMAR ADEMIR GERHARDT,23,CIDADANIA
210002209430,11777,MARCELO LUIS STOLL,11,PROGRESSISTAS
210002214219,44321,MAGALI VITORINA DA SILVA,44,UNIÃO BRASIL
210002219732,15115,BEATRIZ DUMERQUE LEÃO,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002221339,15015,CLARICE TERESINHA MORAES,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002221922,22,GIOVANI GIACOMELLI BIASI,22,PARTIDO LIBERAL
210002273399,11,VÍTOR RÉGIS LOPES SOARES,22,PARTIDO LIBERAL
210002273466,44123,MARCELO ELÁCIO ARTMANN,44,UNIÃO BRASIL
210002273987,22333,SEZER JORGE RHEINHEIMER,22,PARTIDO LIBERAL
210002275062,15123,NADIMIR LUIZ PICCOLI,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002275662,10300,MARLI RIBEIRO SERPA,10,REPUBLICANOS
210002276945,10111,OZANE DIELI SALDANHA SANTOS,10,REPUBLICANOS
210002282722,15,ROGER CAPUTI ARAUJO,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002211212,40231,JOSÉ CRISTIANO DUTRA DA SILVA,40,PARTIDO SOCIALISTA BRASILEIRO
210002137776,15789,HELENA ROSANE LANGARO BEDENDO,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002140795,45415,BRUNA SILVA LAGO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002145265,13019,KARLA RENÉE MACHADO,13,PARTIDO DOS TRABALHADORES
210002197534,45015,CRISTIANO COSTA BASSANI,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002200758,11123,DANIEL NECKEL,11,PROGRESSISTAS
210002203226,11213,LIDIANE MIRANDA IZAGUIRRY,11,PROGRESSISTAS
210002204782,11111,AQUILES JOSÉ MALLMANN,11,PROGRESSISTAS
210002258952,12222,VALDIR JOSE BUSA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002260836,40800,VANDERSON LUIZ MARTINS NUNES,40,PARTIDO SOCIALISTA BRASILEIRO
210001885942,10810,CARINE FRASSONI SILVEIRA,10,REPUBLICANOS
210001886672,10200,MARINO DE ALMEIDA,10,REPUBLICANOS
210001901180,10400,MAURO GOMES,10,REPUBLICANOS
210001963459,15310,MÁRCIO JOSÉ RODRIGUES DA SILVA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001963558,12345,DARLEI ZANONI,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210001965474,12670,NATALINA SILONI BERGMANN,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210001966981,12345,JOÃO FLAVIO SOUZA DA CUNHA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210001970135,45456,ROSANA SCHNEIDER RUHRWIEM,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210001970384,15015,MARILENE FATIMA SILVEIRA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002012503,13777,LEOMAR TONIOLLI,13,PARTIDO DOS TRABALHADORES
210002013956,45000,JUCEMAR GONÇALVES FAGUNDES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002015262,45444,MARCIO ANDRE SAUL,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002015513,45045,GUSTAVO DOS SANTOS VIEIRA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002016965,11777,NICOLE SCHWARTZHUPT MONTEIRO,11,PROGRESSISTAS
210002213966,45123,CRISTIANO BARRETO KOCHENBORGER,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002214059,40440,MAICON RIZZI,40,PARTIDO SOCIALISTA BRASILEIRO
210002020372,11234,VALÉRIA GOMES DE BORTOLI,11,PROGRESSISTAS
210002020661,45000,MANOELA DALL ASTA DE OLIVEIRA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002021493,25221,PATRICIA DOS SANTOS FRANCO,25,PARTIDO RENOVAÇÃO DEMOCRÁTICA
210002281336,11222,VALDECIR BORTOLON,11,PROGRESSISTAS
210002282884,12007,ROBERTO GORGEN,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002067404,22017,DIRCINHA FRÖDER NICHETTI,22,PARTIDO LIBERAL
210002070483,40140,PAULO HENRIQUE TIRELLI,40,PARTIDO SOCIALISTA BRASILEIRO
210002072868,15000,ADRIANO KNIEST,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002076728,44123,CLEOMAR TOLFO FERNANDES,44,UNIÃO BRASIL
210002087805,12444,TAMARA SANTOS OLIVEIRA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002161009,11,VOLNEI ANDRE HOCHSCHEIDT,11,PROGRESSISTAS
210002164034,12345,CLAUDIOMIRO DA SILVA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002224342,13113,HONILDO DA SILVA TATSCH,13,PARTIDO DOS TRABALHADORES
210002268086,15602,DAVI RUCKERT,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001886534,20225,RÉGIS FERNANDO GAMBOA,20,PODEMOS
210001898371,30303,ISABELA RECH SCHUMACHER,30,PARTIDO NOVO
210001900819,25678,SUSIMARA CARDOSO ALVES,25,PARTIDO RENOVAÇÃO DEMOCRÁTICA
210001967155,11137,ARLINDO FERNANDO DA SILVA MENÇA,11,PROGRESSISTAS
210001967277,25,SUSANA ROHLFES ZIEGER,25,PARTIDO RENOVAÇÃO DEMOCRÁTICA
210001967485,11110,ANTONIO LUIS WALLAO,11,PROGRESSISTAS
210002009031,22123,JAQUELINE FABIAN,22,PARTIDO LIBERAL
210002013221,44044,NOEMI DOS SANTOS PLATES,44,UNIÃO BRASIL
210002019905,15415,FABIANE CHAGAS FREITAS,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002020025,15474,CARLOS ADRIANO SCHLINDWEIN,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002067786,15555,EDUARDO NOGY DA SILVA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002069433,11013,RAFAEL LUIZ JOCHIMS,11,PROGRESSISTAS
210002069436,11213,MARIA ERECI DA SILVA MARTINS,11,PROGRESSISTAS
210002069723,11222,ELIAS COITO,11,PROGRESSISTAS
210002160748,55505,DAIANE AZEVEDO DA COSTA PILAU,55,PARTIDO SOCIAL DEMOCRÁTICO
210001939057,20222,LUCIANO LUIS FLORES,20,PODEMOS
210001945470,20124,MARIA FATIMA FASOLO NASILOSKI,20,PODEMOS
210002160795,15555,ERICA LAGNI,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002161711,12111,HERLON CHARLES MELLO SACHETTO,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002162392,12312,NAPOLIAO JORGE BORGES DA SILVA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002163030,55333,ROSELI LOPES,55,PARTIDO SOCIAL DEMOCRÁTICO
210002164565,15615,ETIENE REIS DA SILVA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001957045,70192,MAURICIO TRENTIN DA SILVA,70,AVANTE
210002165835,20148,ABTINO MARAFIGO PADILHA,20,PODEMOS
210001994436,45333,RAUL DA ROSA GARCIA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002168615,40444,ADELAR LUIZ SANDER,40,PARTIDO SOCIALISTA BRASILEIRO
210002169108,11123,ROSA MARIA BOEIRA COSTENARO,11,PROGRESSISTAS
210002170270,44345,ILVO BUCHWEITZ,44,UNIÃO BRASIL
210002224365,45678,MARCELO BIELSKI MISZEWSKI,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002031911,22123,ANDERSON SUTELO DA SILVA,22,PARTIDO LIBERAL
210002110687,11011,OSNI JACOB HENDLER,11,PROGRESSISTAS
210002114854,30445,MARCELO DOS SANTOS,30,PARTIDO NOVO
210002122127,55600,JOZIR BERNARDES PRESTES,55,PARTIDO SOCIAL DEMOCRÁTICO
210002170416,12012,ROSIMERE FLORES,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002188758,44147,BETIELI TAMIRES DOS SANTOS HERMES,44,UNIÃO BRASIL
210002190258,15000,ADENIR CARLOS BOBSIN,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002190358,11222,EDSON DA SILVA VASCONCELLOS,11,PROGRESSISTAS
210001996086,44331,NEIVA GISLAINE SILVA DE MELLO,44,UNIÃO BRASIL
210001996287,22921,ADEMIR ANTONIO GIGOLETE,22,PARTIDO LIBERAL
210001998234,10033,JESUS ALBERTO TERMEZANA NODA,10,REPUBLICANOS
210001998844,13610,NERCIO KÜHL,13,PARTIDO DOS TRABALHADORES
210001998846,13113,CARLA MEURER,13,PARTIDO DOS TRABALHADORES
210002236374,45123,MACK LEO PEDROSO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002238091,15678,DIOGO CARLOS DELAZERI,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002000569,10300,EUCLIDES MARIAN,10,REPUBLICANOS
210002000572,10123,MAURO DE OLIVEIRA,10,REPUBLICANOS
210002001006,44234,MARCOS ROGÉRIO CARVALHO,44,UNIÃO BRASIL
210002003163,22,JOAO ERICO DICKEL,22,PARTIDO LIBERAL
210002007837,44444,ANGELA MARIA MARCELLINO GUIMARAES,44,UNIÃO BRASIL
210002051296,45500,LUCAS NOGUEIRA FORQUIM,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002051316,20,ADOVANDRO LUIZ FRAPORTI,20,PODEMOS
210002052278,55155,JEAN CARLO GRISA PROENÇA,55,PARTIDO SOCIAL DEMOCRÁTICO
210002053694,12381,ADRIANO DA SILVA FREITAS,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002056719,45678,DENISE TERESINHA RAMOS,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002057415,22333,ANDRÉIA BONOW,22,PARTIDO LIBERAL
210002061121,12222,MARILUCI ALENCASTRO GARCIA DA SILVA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002147026,13000,CASSIANE SARAIVA,13,PARTIDO DOS TRABALHADORES
210002148073,10001,GILBERTO ANTÔNIO GIRELLI,10,REPUBLICANOS
210002156639,11,LAIRTON ANDRE KOECHE,11,PROGRESSISTAS
210001923153,11000,RONALDO DE BORBA DUARTE,11,PROGRESSISTAS
210001925305,77711,IVANIR MACIEL PORTO,77,SOLIDARIEDADE
210001930775,45,CELSO ROSA DA SILVEIRA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002364891,45123,IAN NEDEL,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002365809,11500,ALCIDES BOSCAINI,11,PROGRESSISTAS
210001937082,77223,ROSA ALICE SILVEIRA OLIVEIRA,77,SOLIDARIEDADE
210002373147,13300,LIVIA MARIA RIBEIRO OSELAME,13,PARTIDO DOS TRABALHADORES
210002375842,45000,LAUDICELI DOS SANTOS,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002378479,11710,EDAIR PAPPIS,11,PROGRESSISTAS
210002379862,44014,MAYARA TONIN,44,UNIÃO BRASIL
210002107337,12345,RUI BAIERLE,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002109652,11,VENEI MACHADO RODRIGUES,40,PARTIDO SOCIALISTA BRASILEIRO
210002110664,13713,ADILIO ALVES DA MAIA,13,PARTIDO DOS TRABALHADORES
210002115394,11177,VANIA MARIA BORGES LUCHO,11,PROGRESSISTAS
210002181566,15678,MARIO KOSOOSKI,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002186839,15000,RUDINEI ALMEIDA MONTEIRO,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002190851,22522,ALDEMIR DAMACENA ANDRADE,22,PARTIDO LIBERAL
210002190946,10125,JULIA FREIRE MALAQUIAS,10,REPUBLICANOS
210002233472,45111,FÁBIO DA ROSA MONTEIRO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210001937782,55664,ANTONIO DERLI GREINER,55,PARTIDO SOCIAL DEMOCRÁTICO
210001921487,22789,ROSALVO DUARTE,22,PARTIDO LIBERAL
210001993661,13013,EDERALDO GONÇALVES PEREIRA,13,PARTIDO DOS TRABALHADORES
210002033238,11011,PATRÍCIA FÉLIX SERRAT FARIAS,11,PROGRESSISTAS
210001930300,15515,DANIEL FERNANDO  DREFS,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001932634,13456,IGOR AGRADEM DOMINGOS,13,PARTIDO DOS TRABALHADORES
210002033846,44888,ADRIANA HEINEMANN,44,UNIÃO BRASIL
210002036187,15999,SIRLEI BEATRIZ WAHLBRINCK,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002043334,44789,MARISETE ZORTEA,44,UNIÃO BRASIL
210002046965,27123,IDELISIA DORNELES,27,DEMOCRACIA CRISTÃ
210002048927,11777,RENILTON ALVES MIRANDA,11,PROGRESSISTAS
210002129450,45555,DEOCLIDES MACHADO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002131910,13000,LUCIANE DOMINGUES VELASQUES,13,PARTIDO DOS TRABALHADORES
210001909039,11333,GUSTAVO HARRES DE OLIVEIRA,11,PROGRESSISTAS
210001909391,11000,ADELAR MARQUES,11,PROGRESSISTAS
210001910183,22345,DAIANE REIS DE MOURA,22,PARTIDO LIBERAL
210001984372,10123,DORLI RIGON,10,REPUBLICANOS
210001984549,12345,ELTON JONH MACHADO DORNELES,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210001984822,11,MARIA ISABEL RAUBER TURELLA,11,PROGRESSISTAS
210001988989,40246,CLAUDIOMIR TAVARES DE MARINS,40,PARTIDO SOCIALISTA BRASILEIRO
210001989550,15100,IDIANESA DE BISPO GODINHO GREGOLON,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001989959,44100,MARCELO FERREIRA GAMARRA,44,UNIÃO BRASIL
210001990963,22000,FRANCISCO ROMEU DA SILVA VILELA,22,PARTIDO LIBERAL
210002033611,11511,MAGNA APARECIDA DE ALMEIDA SINHORI,11,PROGRESSISTAS
210002033864,25250,ANTONIO PAULO JARDIM RODRIGUES,25,PARTIDO RENOVAÇÃO DEMOCRÁTICA
210002037920,45520,ADRIANA CORREA RAMOS,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002040983,15115,BRUNA WEBER,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002043458,12000,AMARO JERONIMO VANTI DE AZEVEDO,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002049670,40222,SHEYENE CASAGRANDE,40,PARTIDO SOCIALISTA BRASILEIRO
210002129948,40222,GEMELSON SPERANDIO POMPEU,40,PARTIDO SOCIALISTA BRASILEIRO
210002130525,22127,JARI KANAREK,22,PARTIDO LIBERAL
210001915160,30333,ELIEZER SANTOS ALMEIDA,30,PARTIDO NOVO
210001973072,40900,JANE DENISE ALVES,40,PARTIDO SOCIALISTA BRASILEIRO
210001975510,11110,RAFAEL RONSONI,11,PROGRESSISTAS
210001976270,10190,PAULO RICARDO QUADROS REMIÃO,10,REPUBLICANOS
210002026129,45777,JORGE VANDERLEI OLIVEIRA CARVALHO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002028177,13456,ELIZA HELENA ANDRIGHETTI KONZEN,13,PARTIDO DOS TRABALHADORES
210002029149,11234,CESAR SPESSATTO,11,PROGRESSISTAS
210002031103,15555,JOÃO ADEMAR MACHADO,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002031686,20555,VALDEMAR ROBERTO BIOLCHI,20,PODEMOS
210002335115,13777,AMELINHA LOPES DA SILVA,13,PARTIDO DOS TRABALHADORES
210002249509,13113,NILTON RICARDO PORSCHE,13,PARTIDO DOS TRABALHADORES
210002249969,11666,FERNANDO INACIO GATTERMANN,11,PROGRESSISTAS
210002284614,11222,DENIS ROBERTO CERVI,11,PROGRESSISTAS
210002285125,11112,ROSICLER SACHETHI,11,PROGRESSISTAS
210002347571,15666,ANALAURA BRAGANÇA VARGAS,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002350548,44007,FERNANDO FONTES CORRÊA,44,UNIÃO BRASIL
210002353064,11111,DIEGO ACASSIO BOCK,11,PROGRESSISTAS
210002354355,40043,FLAVIO VALENTE DE OLIVEIRA,40,PARTIDO SOCIALISTA BRASILEIRO
210002288311,22480,LUCIVANE BALSANELLO NOSKOSKI,22,PARTIDO LIBERAL
210002211940,13007,JORGE RENATO NALEIRO,13,PARTIDO DOS TRABALHADORES
210002221127,22022,JOSELINE DE SIQUEIRA ALT,22,PARTIDO LIBERAL
210002221989,13333,NEIR FIGUEIRA DA SILVA,13,PARTIDO DOS TRABALHADORES
210002222011,15777,MARIELI CASTOLDI,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002276704,22222,JOÃO GABRIEL ZIN PESENATO,22,PARTIDO LIBERAL
210002282730,12555,CLAUDETE BAÚ,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210001886111,15222,JEFERSON NEI GONÇALVES MACIEL,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001886554,40123,ADEMAR LUIS DULLIUS,40,PARTIDO SOCIALISTA BRASILEIRO
210001898382,30030,IVAN JOSE DE STEFANI,30,PARTIDO NOVO
210001901701,44555,CESAR RONALDO DA SILVA JACQUES,44,UNIÃO BRASIL
210001906182,10605,SERGIOMAR BARRETO CARDOSO,10,REPUBLICANOS
210002286982,44068,VERIDIANA DE SOUZA GONÇALVES,44,UNIÃO BRASIL
210002377388,22222,VERA MARIA REAL DE SOUZA,22,PARTIDO LIBERAL
210002381085,22123,DANIEL RAFAEL DO NASCIMENTO,22,PARTIDO LIBERAL
210002229544,10534,JERRI ADRIANI SILVA DE SOUZA,10,REPUBLICANOS
210002293866,11456,TATIANE ROCHA LEITE,11,PROGRESSISTAS
210002295705,25,ALCI PETZOLD,25,PARTIDO RENOVAÇÃO DEMOCRÁTICA
210002311607,15123,ROQUE RITTER,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002322741,13,ALIC STIEGEMEIER,13,PARTIDO DOS TRABALHADORES
210001908917,45,MARCOS PAULO SILVA DA LUZ,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210001912685,20120,LIDOMAR LUIZ STROPPER,20,PODEMOS
210001915770,50001,ATENA BEAUVOIR ROVEDA,50,PARTIDO SOCIALISMO E LIBERDADE
210001917296,22222,JORGE WILLIAN FEISTLER,22,PARTIDO LIBERAL
210001970562,22222,LUCAS DE FREITAS PEREIRA,22,PARTIDO LIBERAL
210001977336,65125,VALMIR BRUSKI,65,PARTIDO COMUNISTA DO BRASIL
210002025986,10190,AMARILDO KAIBER,10,REPUBLICANOS
210002027587,13000,LUCIA ALINE DA SILVA,13,PARTIDO DOS TRABALHADORES
210002031101,15380,LÚCIA ANITA TEIXEIRA DE LIMA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002228641,15555,EVERTON ARMANGE,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002232646,10333,JUSSARA DA SILVA PACHECO,10,REPUBLICANOS
210002239261,22123,ANA CRISTINA FELDMANN,22,PARTIDO LIBERAL
210002243461,40123,VINICIUS ANDREI KUNRATH,40,PARTIDO SOCIALISTA BRASILEIRO
210002270892,12888,ANGELICA APARECIDA GONÇALVES,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002337171,15777,CARLA KATIE DAL RI,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002310830,45777,ADRIANA ANDRADE,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002313403,13123,MAURO CEZAR DONDONI,13,PARTIDO DOS TRABALHADORES
210002315886,10045,GUSTAVO ANTONIO GOTZE SILVA,10,REPUBLICANOS
210002211611,45444,JAIR LOCATELLI,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002212024,12123,LINDAMIR FERREIRA SAMPAIO,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002212227,13666,CLEBER ALCINDO ALBARELLO,13,PARTIDO DOS TRABALHADORES
210002221365,12122,MARISA KINGESKI,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002280483,15123,MAURI ALMEIDA DA MOTA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001885322,15500,ANA BEATRIZ CORLETA CASTRO,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001895174,11,GIVANILDO JOSE CENCI,11,PROGRESSISTAS
210001901047,44117,MARISETE BATISTA DOS SANTOS,44,UNIÃO BRASIL
210001906155,12612,ARLEI ZARDINELLO,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210001908360,12555,ROGÉRIO BRAGA MACIEL,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002009981,40777,ANDREIA FABIANE NUNES CASSANEGO GONSALVES,40,PARTIDO SOCIALISTA BRASILEIRO
210002011158,45222,GUSTAVO DA ROSA PEREIRA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210001970103,23111,MARCOS D AGOSTIN JÚNIOR,23,CIDADANIA
210002022383,15789,MARCIANO POZZOBON FENNER,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002066173,20,ARNILDO ARCI KEGLER,44,UNIÃO BRASIL
210002070619,13613,BEATRIZ SAMPAIO ARCE,13,PARTIDO DOS TRABALHADORES
210002076472,11,TIAGO TEIXEIRA,11,PROGRESSISTAS
210002160210,15510,MARCOS VENICIUS VEDANA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002070162,10141,JULYETE TEIXEIRA SOUZA FIGUEIREDO,10,REPUBLICANOS
210002074509,11,EDGAR THIESEN,11,PROGRESSISTAS
210002074594,22,ANDRE LUIZ MARTINS EPIFANIO,22,PARTIDO LIBERAL
210002164372,12100,MOISÉS PEREIRA FONTOURA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002164570,15123,FABIANO RODRIGUES,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002165272,15555,JOSÉ GOMES FERREIRA JUNIOR,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002166510,40123,ROQUE CLAIRTO DA SILVA,40,PARTIDO SOCIALISTA BRASILEIRO
210002169670,11680,LEDIANI DE OLIVEIRA,11,PROGRESSISTAS
210002162714,12222,MICHAEL DALLACORT,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002168989,50555,ELIANE MENEZES COSTA,50,PARTIDO SOCIALISMO E LIBERDADE
210002169012,15222,MONGELA PEREIRA NUNES,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
